Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated
May-10,TORNADO,1,0,0,0,0,122,0,516,0,0
Jun-10,FIRE,76,17,2,0,572,0,609,0,0,0
Jun-10,RIVERBANK EROSION,2,0,0,0,0,0,0,0,0,0
Jul-10,FIRE,57,0,2,0,118,2,243,0,0,0
Jul-10,RAT,2,0,0,0,0,0,238,0,0,0
Jul-10,RIVERBANK EROSION,2,0,0,0,0,0,0,0,0,0
Aug-10,FIRE,62,1,4,0,152,71,627,0,0,0
Aug-10,FLOOD,2,0,0,0,0,8,0,0,0,0
Sep-10,FIRE,55,6,5,0,38,1,92,0,0,0
Sep-10,FLOOD,18,0,0,0,0,0,0,0,0,0
Oct-10,FIRE,84,101,70,0,199,1,766,0,0,0
Oct-10,FLOOD,18,8,0,0,654,0,2408,0,0,0
Oct-10,STORM,6,0,0,0,0,0,0,0,0,0
Oct-10,THUNDER LIGHTING STROKE,2,4,0,0,0,0,0,0,0,0
Nov-10,EPIDEMIC/PANDEMIC,2,0,0,0,0,0,0,0,0,0
Nov-10,FIRE,82,8,9,0,659,2,629,0,0,0
Nov-10,RIVERBANK EROSION,2,0,0,0,12,18,168,0,0,0
Dec-10,FIRE,112,2,10,0,88,0,367,0,0,0
2011/00,EPIDEMIC/PANDEMIC,22,524,0,0,0,0,8889,0,0,0
2011/00,FIRE,1,0,0,0,10,0,0,60,0,0
2011/00,FLOOD,10,0,0,0,0,0,0,0,0,0
2011/00,LANDSLIDE,1,0,0,0,0,0,0,0,0,0
2011/00,RIVERBANK EROSION,2,0,0,0,0,0,0,0,0,0
Jan-11,FIRE,81,1,6,5,304,1,1774,0,0,0
Feb-11,FIRE,143,1,4,3,985,8,4384,0,0,0
Mar-11,CYCLONE,1,0,0,0,58,0,295,0,0,0
Mar-11,EARTHQUAKE,2,0,0,0,0,1400,0,0,0,0
Mar-11,FIRE,158,1,1,5,792,140,4098,0,0,0
Mar-11,FLOOD,2,0,0,0,0,0,0,0,0,0
Mar-11,FOREST FIRE,1,0,0,0,38,0,258,0,0,0
Mar-11,STORM,1,0,0,0,0,0,0,0,0,0
Apr-11,FIRE,143,0,0,3,371,6,2477,0,0,0
Apr-11,STORM,13,0,0,1,108,58,1234,0,0,0
Apr-11,THUNDER LIGHTING STROKE,2,2,2,0,0,0,0,0,0,0
May-11,FIRE,98,16,8,13,129,0,504,0,0,0
May-11,FLOOD,3,0,0,0,0,0,2042,0,0,0
